Summary,Temperature (C),Date,Hour
Mostly Cloudy,13.96111111,5.4.2006,10
Mostly Cloudy,14.97777778,5.4.2006,11
Overcast,14.02777778,5.4.2006,12
Mostly Cloudy,15.02222222,5.4.2006,13
Mostly Cloudy,15.04444444,5.4.2006,14
Overcast,15.08888889,5.4.2006,15
Overcast,14.95,5.4.2006,16
Overcast,13.81666667,5.4.2006,17
Overcast,12.91666667,5.4.2006,18
Overcast,13.83888889,5.4.2006,19
Overcast,12.75555556,5.4.2006,20
Overcast,12.65,5.4.2006,21
Overcast,11.68888889,5.4.2006,22
Overcast,10.62777778,5.4.2006,23
Overcast,5.666666667,6.4.2006,0
Overcast,10.05,6.4.2006,1
Overcast,9.977777778,6.4.2006,2
Overcast,9.777777778,6.4.2006,3
Overcast,8.661111111,6.4.2006,4
Overcast,7.55,6.4.2006,5
Overcast,7.233333333,6.4.2006,6
Overcast,6.044444444,6.4.2006,7
Overcast,6.094444444,6.4.2006,8
Overcast,6.116666667,6.4.2006,9
Overcast,6.066666667,6.4.2006,10
Overcast,6.038888889,6.4.2006,11
Overcast,6.888888889,6.4.2006,12
Overcast,7.061111111,6.4.2006,13
Overcast,6.038888889,6.4.2006,14
Overcast,6.072222222,6.4.2006,15
Overcast,5.044444444,6.4.2006,16
Overcast,5.022222222,6.4.2006,17
Overcast,5.033333333,6.4.2006,18
Overcast,5.0,6.4.2006,19
Overcast,4.977777778,6.4.2006,20
Overcast,4.933333333,6.4.2006,21
Overcast,4.466666667,6.4.2006,22
Overcast,4.444444444,6.4.2006,23
Clear,4.011111111,7.4.2006,0
Overcast,4.905555556,7.4.2006,1
Overcast,4.883333333,7.4.2006,2
Overcast,4.388888889,7.4.2006,3
Overcast,4.838888889,7.4.2006,4
Overcast,4.811111111,7.4.2006,5
Mostly Cloudy,4.944444444,7.4.2006,6
Mostly Cloudy,7.2,7.4.2006,7
Partly Cloudy,7.777777778,7.4.2006,8
Mostly Cloudy,8.727777778,7.4.2006,9
Mostly Cloudy,8.983333333,7.4.2006,10
Partly Cloudy,10.0,7.4.2006,11
Mostly Cloudy,10.09444444,7.4.2006,12
Partly Cloudy,11.06111111,7.4.2006,13
Partly Cloudy,10.13888889,7.4.2006,14
Partly Cloudy,11.01111111,7.4.2006,15
Partly Cloudy,10.11666667,7.4.2006,16
Partly Cloudy,7.916666667,7.4.2006,17
Partly Cloudy,7.333333333,7.4.2006,18
Partly Cloudy,5.05,7.4.2006,19
Clear,3.933333333,7.4.2006,20
Partly Cloudy,4.094444444,7.4.2006,21
Partly Cloudy,3.8,7.4.2006,22
Clear,2.688888889,7.4.2006,23
Clear,5.066666667,8.4.2006,0
Clear,2.6,8.4.2006,1
Partly Cloudy,1.583333333,8.4.2006,2
Partly Cloudy,2.155555556,8.4.2006,3
Clear,0.955555556,8.4.2006,4
Clear,0.955555556,8.4.2006,5
Clear,5.594444444,8.4.2006,6
Clear,9.822222222,8.4.2006,7
Clear,11.07222222,8.4.2006,8
Partly Cloudy,11.05555556,8.4.2006,9
Partly Cloudy,12.24444444,8.4.2006,10
Partly Cloudy,12.85,8.4.2006,11
Partly Cloudy,12.88888889,8.4.2006,12
Partly Cloudy,12.91666667,8.4.2006,13
Partly Cloudy,13.88888889,8.4.2006,14
Partly Cloudy,13.02222222,8.4.2006,15
Clear,12.38333333,8.4.2006,16
Clear,10.20555556,8.4.2006,17
Clear,9.144444444,8.4.2006,18
Clear,7.827777778,8.4.2006,19
Clear,7.733333333,8.4.2006,20
Clear,7.144444444,8.4.2006,21
Clear,6.016666667,8.4.2006,22
Clear,5.461111111,8.4.2006,23
Partly Cloudy,8.244444444,9.4.2006,0
Clear,3.838888889,9.4.2006,1
Clear,2.244444444,9.4.2006,2
Clear,2.022222222,9.4.2006,3
Clear,2.172222222,9.4.2006,4
Clear,3.661111111,9.4.2006,5
Clear,6.111111111,9.4.2006,6
Partly Cloudy,10.00555556,9.4.2006,7
Clear,12.24444444,9.4.2006,8
Clear,12.93888889,9.4.2006,9
Partly Cloudy,13.98333333,9.4.2006,10
Partly Cloudy,15.09444444,9.4.2006,11
Partly Cloudy,16.25,9.4.2006,12
Mostly Cloudy,17.26666667,9.4.2006,13
Mostly Cloudy,17.28888889,9.4.2006,14
Overcast,17.38888889,9.4.2006,15
Mostly Cloudy,17.28888889,9.4.2006,16
Partly Cloudy,15.08888889,9.4.2006,17
Partly Cloudy,11.71111111,9.4.2006,18
Partly Cloudy,11.16111111,9.4.2006,19
Partly Cloudy,10.02777778,9.4.2006,20
Partly Cloudy,10.13888889,9.4.2006,21
Partly Cloudy,21.01666667,31.7.2006,22
Clear,19.44444444,31.7.2006,23
Mostly Cloudy,20.72222222,1.8.2006,0
Partly Cloudy,18.79444444,1.8.2006,1
Partly Cloudy,17.73333333,1.8.2006,2
Partly Cloudy,17.60555556,1.8.2006,3
Partly Cloudy,18.73333333,1.8.2006,4
Partly Cloudy,22.55555556,1.8.2006,5
Partly Cloudy,24.76111111,1.8.2006,6
Partly Cloudy,27.17222222,1.8.2006,7
Mostly Cloudy,28.91111111,1.8.2006,8
Mostly Cloudy,30.95555556,1.8.2006,9
Mostly Cloudy,32.17222222,1.8.2006,10
Mostly Cloudy,32.12777778,1.8.2006,11
Mostly Cloudy,31.98333333,1.8.2006,12
Mostly Cloudy,32.53888889,1.8.2006,13
Partly Cloudy,31.97777778,1.8.2006,14
Mostly Cloudy,32.01111111,1.8.2006,15
Mostly Cloudy,30.94444444,1.8.2006,16
Mostly Cloudy,28.57222222,1.8.2006,17
Mostly Cloudy,27.09444444,1.8.2006,18
Mostly Cloudy,24.69444444,1.8.2006,19
Partly Cloudy,24.13888889,1.8.2006,20
Mostly Cloudy,23.12222222,1.8.2006,21
Partly Cloudy,15.56111111,9.8.2006,22
Partly Cloudy,15.49444444,9.8.2006,23
Mostly Cloudy,16.53888889,10.8.2006,0
Partly Cloudy,13.8,10.8.2006,1
Partly Cloudy,13.31666667,10.8.2006,2
Partly Cloudy,12.60555556,10.8.2006,3
Clear,12.32777778,10.8.2006,4
Partly Cloudy,14.96666667,10.8.2006,5
Mostly Cloudy,16.26111111,10.8.2006,6
Foggy,16.25,10.8.2006,7
Partly Cloudy,18.88888889,10.8.2006,8
Partly Cloudy,21.35,10.8.2006,9
Mostly Cloudy,21.20555556,10.8.2006,10
Partly Cloudy,22.33888889,10.8.2006,11
Mostly Cloudy,23.03333333,10.8.2006,12
Mostly Cloudy,23.91111111,10.8.2006,13
Mostly Cloudy,24.97777778,10.8.2006,14
Mostly Cloudy,23.8,10.8.2006,15
Mostly Cloudy,23.59444444,10.8.2006,16
Mostly Cloudy,22.50555556,10.8.2006,17
Mostly Cloudy,20.01666667,10.8.2006,18
Mostly Cloudy,19.91111111,10.8.2006,19
Overcast,19.35555556,10.8.2006,20
Overcast,17.88333333,10.8.2006,21
Overcast,17.25,10.8.2006,22
Overcast,16.62777778,10.8.2006,23
Mostly Cloudy,15.84444444,11.8.2006,0
Overcast,17.0,11.8.2006,1
Overcast,17.06666667,11.8.2006,2
Overcast,16.50555556,11.8.2006,3
Mostly Cloudy,14.98333333,11.8.2006,4
Partly Cloudy,16.02222222,11.8.2006,5
Mostly Cloudy,16.16111111,11.8.2006,6
Mostly Cloudy,18.84444444,11.8.2006,7
Mostly Cloudy,21.11666667,11.8.2006,8
Partly Cloudy,22.50555556,11.8.2006,9
Partly Cloudy,23.79444444,11.8.2006,10
Partly Cloudy,23.88888889,11.8.2006,11
Partly Cloudy,25.83333333,11.8.2006,12
Partly Cloudy,25.92777778,11.8.2006,13
Partly Cloudy,25.0,11.8.2006,14
Partly Cloudy,24.94444444,11.8.2006,15
Partly Cloudy,24.92777778,11.8.2006,16
Partly Cloudy,22.8,11.8.2006,17
Partly Cloudy,19.33888889,11.8.2006,18
Partly Cloudy,17.80555556,11.8.2006,19
Mostly Cloudy,17.78333333,11.8.2006,20
Mostly Cloudy,16.48888889,11.8.2006,21
Mostly Cloudy,15.69444444,11.8.2006,22
Mostly Cloudy,15.62777778,11.8.2006,23
Mostly Cloudy,16.21111111,12.8.2006,0
Mostly Cloudy,15.57777778,12.8.2006,1
Mostly Cloudy,15.57777778,12.8.2006,2
Mostly Cloudy,15.60555556,12.8.2006,3
Mostly Cloudy,15.05,12.8.2006,4
Mostly Cloudy,17.06666667,12.8.2006,5
Mostly Cloudy,17.48333333,12.8.2006,6
Overcast,17.66666667,12.8.2006,7
Overcast,18.8,12.8.2006,8
Clear,19.68333333,12.8.2006,9
Clear,18.82222222,12.8.2006,10
Mostly Cloudy,20.0,12.8.2006,11
Mostly Cloudy,21.15,12.8.2006,12
Mostly Cloudy,23.65555556,12.8.2006,13
Mostly Cloudy,23.61666667,12.8.2006,14
Mostly Cloudy,23.81666667,12.8.2006,15
Partly Cloudy,22.03888889,12.8.2006,16
Mostly Cloudy,19.95,12.8.2006,17
Partly Cloudy,18.92222222,12.8.2006,18
Mostly Cloudy,17.26666667,12.8.2006,19
Partly Cloudy,16.17777778,12.8.2006,20
Mostly Cloudy,15.83333333,12.8.2006,21
Mostly Cloudy,16.73333333,12.8.2006,22
Mostly Cloudy,16.71111111,12.8.2006,23
Overcast,16.26666667,13.8.2006,0
Mostly Cloudy,16.13888889,13.8.2006,1
Partly Cloudy,16.08888889,13.8.2006,2
Mostly Cloudy,15.55555556,13.8.2006,3
Partly Cloudy,14.51666667,13.8.2006,4
Mostly Cloudy,17.08888889,13.8.2006,5
Mostly Cloudy,17.66666667,13.8.2006,6
Mostly Cloudy,19.79444444,13.8.2006,7
Mostly Cloudy,22.01666667,13.8.2006,8
Partly Cloudy,21.13888889,13.8.2006,9
Partly Cloudy,21.04444444,13.8.2006,10
Partly Cloudy,18.93888889,13.8.2006,11
Overcast,18.91666667,13.8.2006,12
Mostly Cloudy,20.05,13.8.2006,13
Partly Cloudy,21.06666667,13.8.2006,14
Mostly Cloudy,20.05,13.8.2006,15
Overcast,20.0,13.8.2006,16
Overcast,18.86666667,13.8.2006,17
Overcast,17.95555556,13.8.2006,18
Overcast,17.71111111,13.8.2006,19
Overcast,17.73333333,13.8.2006,20
Overcast,16.79444444,13.8.2006,21
Overcast,16.66666667,13.8.2006,22
Overcast,16.16111111,13.8.2006,23
Overcast,17.01111111,14.8.2006,0
Overcast,16.11666667,14.8.2006,1
Overcast,16.11666667,14.8.2006,2
Overcast,15.55555556,14.8.2006,3
Clear,14.00555556,14.8.2006,4
Partly Cloudy,16.11666667,14.8.2006,5
Mostly Cloudy,16.05,14.8.2006,6
Mostly Cloudy,16.21111111,14.8.2006,7
Overcast,17.80555556,14.8.2006,8
Mostly Cloudy,18.88333333,14.8.2006,9
Mostly Cloudy,20.18888889,14.8.2006,10
Mostly Cloudy,22.26666667,14.8.2006,11
Partly Cloudy,22.35555556,14.8.2006,12
Partly Cloudy,23.86666667,14.8.2006,13
Partly Cloudy,23.88888889,14.8.2006,14
Partly Cloudy,22.95555556,14.8.2006,15
Partly Cloudy,22.47777778,14.8.2006,16
Partly Cloudy,20.85555556,14.8.2006,17
Mostly Cloudy,19.16111111,14.8.2006,18
Partly Cloudy,17.73333333,14.8.2006,19
Mostly Cloudy,18.23888889,14.8.2006,20
Mostly Cloudy,17.81666667,14.8.2006,21
Mostly Cloudy,17.71111111,14.8.2006,22
Overcast,17.2,14.8.2006,23
Partly Cloudy,15.30555556,15.8.2006,0
Mostly Cloudy,16.55,15.8.2006,1
Mostly Cloudy,16.09444444,15.8.2006,2
Mostly Cloudy,15.55,15.8.2006,3
Mostly Cloudy,14.93333333,15.8.2006,4
Partly Cloudy,17.08888889,15.8.2006,5
Partly Cloudy,18.65555556,15.8.2006,6
Partly Cloudy,19.81111111,15.8.2006,7
Partly Cloudy,21.06111111,15.8.2006,8
Partly Cloudy,22.20555556,15.8.2006,9
Partly Cloudy,22.75,15.8.2006,10
Partly Cloudy,23.79444444,15.8.2006,11
Partly Cloudy,23.48333333,15.8.2006,12
Partly Cloudy,23.96111111,15.8.2006,13
Partly Cloudy,24.95,15.8.2006,14
Partly Cloudy,23.95555556,15.8.2006,15
Partly Cloudy,23.95555556,15.8.2006,16
Partly Cloudy,23.86111111,15.8.2006,17
Partly Cloudy,19.26666667,15.8.2006,18
Partly Cloudy,17.28888889,15.8.2006,19
Clear,16.62222222,15.8.2006,20
Clear,16.67222222,15.8.2006,21
Partly Cloudy,15.07222222,15.8.2006,22
Partly Cloudy,14.51666667,15.8.2006,23
Partly Cloudy,17.84444444,16.8.2006,0
Partly Cloudy,14.44444444,16.8.2006,1
Partly Cloudy,13.88888889,16.8.2006,2
Mostly Cloudy,14.43333333,16.8.2006,3
Mostly Cloudy,14.92777778,16.8.2006,4
Partly Cloudy,17.04444444,16.8.2006,5
Partly Cloudy,18.78888889,16.8.2006,6
Partly Cloudy,21.16111111,16.8.2006,7
Partly Cloudy,23.86666667,16.8.2006,8
Partly Cloudy,24.96666667,16.8.2006,9
Partly Cloudy,26.13333333,16.8.2006,10
Partly Cloudy,27.22222222,16.8.2006,11
Partly Cloudy,27.73888889,16.8.2006,12
Partly Cloudy,27.77777778,16.8.2006,13
Partly Cloudy,27.8,16.8.2006,14
Partly Cloudy,27.87222222,16.8.2006,15
Mostly Cloudy,26.15555556,16.8.2006,16
Mostly Cloudy,23.97777778,16.8.2006,17
Mostly Cloudy,22.57222222,16.8.2006,18
Mostly Cloudy,21.13888889,16.8.2006,19
Partly Cloudy,20.43888889,16.8.2006,20
Partly Cloudy,20.42777778,16.8.2006,21
Partly Cloudy,19.35555556,16.8.2006,22
Partly Cloudy,18.75,16.8.2006,23
Clear,19.87777778,17.8.2006,0
Partly Cloudy,17.22222222,17.8.2006,1
Partly Cloudy,16.64444444,17.8.2006,2
Partly Cloudy,16.55,17.8.2006,3
Clear,16.09444444,17.8.2006,4
Partly Cloudy,17.66666667,17.8.2006,5
Partly Cloudy,20.78333333,17.8.2006,6
Partly Cloudy,22.73333333,17.8.2006,7
Partly Cloudy,26.01666667,17.8.2006,8
Clear,26.12777778,17.8.2006,9
Clear,28.83888889,17.8.2006,10
Partly Cloudy,29.00555556,17.8.2006,11
Clear,31.03333333,17.8.2006,12
Clear,31.13333333,17.8.2006,13
Clear,31.13333333,17.8.2006,14
Partly Cloudy,31.21111111,17.8.2006,15
Clear,30.02222222,17.8.2006,16
Clear,27.87222222,17.8.2006,17
Partly Cloudy,25.40555556,17.8.2006,18
Partly Cloudy,22.75555556,17.8.2006,19
Partly Cloudy,22.68888889,17.8.2006,20
Clear,21.2,17.8.2006,21
Clear,21.55,17.8.2006,22
Clear,21.43888889,17.8.2006,23
Partly Cloudy,19.50555556,18.8.2006,0
Partly Cloudy,19.86111111,18.8.2006,1
Partly Cloudy,19.33333333,18.8.2006,2
Partly Cloudy,18.75,18.8.2006,3
Clear,18.84444444,18.8.2006,4
Mostly Cloudy,19.91111111,18.8.2006,5
Partly Cloudy,22.10555556,18.8.2006,6
Clear,24.95,18.8.2006,7
Mostly Cloudy,25.0,18.8.2006,8
Mostly Cloudy,27.3,18.8.2006,9
Mostly Cloudy,27.96666667,18.8.2006,10
Mostly Cloudy,30.11666667,18.8.2006,11
Mostly Cloudy,31.04444444,18.8.2006,12
Mostly Cloudy,31.20555556,18.8.2006,13
Mostly Cloudy,32.17222222,18.8.2006,14
Mostly Cloudy,32.54444444,18.8.2006,15
Mostly Cloudy,31.03888889,18.8.2006,16
Mostly Cloudy,28.95555556,18.8.2006,17
Partly Cloudy,26.47777778,18.8.2006,18
Partly Cloudy,22.91666667,18.8.2006,19
Partly Cloudy,23.38333333,18.8.2006,20
Partly Cloudy,22.45,18.8.2006,21
Partly Cloudy,22.6,18.8.2006,22
Partly Cloudy,19.98333333,18.8.2006,23
Clear,20.95555556,19.8.2006,0
Clear,18.87222222,19.8.2006,1
Clear,18.33888889,19.8.2006,2
Clear,18.85,19.8.2006,3
Clear,17.27777778,19.8.2006,4
Clear,19.91666667,19.8.2006,5
Clear,23.6,19.8.2006,6
Clear,25.99444444,19.8.2006,7
Clear,27.73333333,19.8.2006,8
Clear,28.79444444,19.8.2006,9
Clear,29.88333333,19.8.2006,10
Partly Cloudy,30.97222222,19.8.2006,11
Partly Cloudy,31.91666667,19.8.2006,12
Partly Cloudy,32.12777778,19.8.2006,13
Partly Cloudy,32.12777778,19.8.2006,14
Partly Cloudy,31.08333333,19.8.2006,15
Partly Cloudy,31.01666667,19.8.2006,16
Partly Cloudy,27.26666667,19.8.2006,17
Partly Cloudy,25.45555556,19.8.2006,18
Partly Cloudy,22.8,19.8.2006,19
Partly Cloudy,23.21666667,19.8.2006,20
Clear,22.23888889,19.8.2006,21
Mostly Cloudy,20.41666667,1.8.2006,22
Mostly Cloudy,19.88333333,1.8.2006,23
Partly Cloudy,16.81111111,2.8.2006,0
Mostly Cloudy,19.37777778,2.8.2006,1
Overcast,18.86666667,2.8.2006,2
Mostly Cloudy,18.88333333,2.8.2006,3
Partly Cloudy,17.87222222,2.8.2006,4
Mostly Cloudy,18.93888889,2.8.2006,5
Overcast,20.08888889,2.8.2006,6
Overcast,21.08888889,2.8.2006,7
Mostly Cloudy,22.17777778,2.8.2006,8
Mostly Cloudy,23.53333333,2.8.2006,9
Mostly Cloudy,23.84444444,2.8.2006,10
Partly Cloudy,24.95555556,2.8.2006,11
Partly Cloudy,25.92222222,2.8.2006,12
Mostly Cloudy,24.96111111,2.8.2006,13
Mostly Cloudy,24.79444444,2.8.2006,14
Mostly Cloudy,23.75555556,2.8.2006,15
Mostly Cloudy,22.12777778,2.8.2006,16
Mostly Cloudy,21.06111111,2.8.2006,17
Mostly Cloudy,21.06666667,2.8.2006,18
Mostly Cloudy,18.86666667,2.8.2006,19
Mostly Cloudy,18.26666667,2.8.2006,20
Mostly Cloudy,17.87777778,2.8.2006,21
Partly Cloudy,21.08888889,19.8.2006,22
Clear,21.55,19.8.2006,23
Clear,18.78333333,20.8.2006,0
Clear,19.97777778,20.8.2006,1
Clear,20.99444444,20.8.2006,2
Clear,19.98888889,20.8.2006,3
Clear,18.86666667,20.8.2006,4
Clear,22.08888889,20.8.2006,5
Clear,23.77222222,20.8.2006,6
Clear,27.17777778,20.8.2006,7
Clear,28.79444444,20.8.2006,8
Clear,30.86111111,20.8.2006,9
Clear,32.03888889,20.8.2006,10
Partly Cloudy,32.58888889,20.8.2006,11
Partly Cloudy,32.63888889,20.8.2006,12
Mostly Cloudy,32.15,20.8.2006,13
Mostly Cloudy,31.08333333,20.8.2006,14
Partly Cloudy,32.07777778,20.8.2006,15
Mostly Cloudy,30.97222222,20.8.2006,16
Mostly Cloudy,28.86111111,20.8.2006,17
Mostly Cloudy,26.41111111,20.8.2006,18
Partly Cloudy,23.81666667,20.8.2006,19
Mostly Cloudy,23.31111111,20.8.2006,20
Partly Cloudy,24.53888889,20.8.2006,21
Breezy and Partly Cloudy,21.96666667,20.8.2006,22
Clear,19.88333333,20.8.2006,23
Clear,14.98888889,21.8.2006,0
Partly Cloudy,17.77777778,21.8.2006,1
Partly Cloudy,17.22222222,21.8.2006,2
Mostly Cloudy,16.76666667,21.8.2006,3
Mostly Cloudy,17.17777778,21.8.2006,4
Mostly Cloudy,17.71111111,21.8.2006,5
Mostly Cloudy,17.76111111,21.8.2006,6
Mostly Cloudy,19.90555556,21.8.2006,7
Mostly Cloudy,21.11666667,21.8.2006,8
Mostly Cloudy,21.19444444,21.8.2006,9
Mostly Cloudy,22.25,21.8.2006,10
Mostly Cloudy,21.25555556,21.8.2006,11
Mostly Cloudy,22.64444444,21.8.2006,12
Mostly Cloudy,22.80555556,21.8.2006,13
Mostly Cloudy,22.82777778,21.8.2006,14
Overcast,22.63333333,21.8.2006,15
Mostly Cloudy,20.18888889,21.8.2006,16
Mostly Cloudy,20.18333333,21.8.2006,17
Mostly Cloudy,19.07222222,21.8.2006,18
Mostly Cloudy,17.87222222,21.8.2006,19
Partly Cloudy,17.25,21.8.2006,20
Partly Cloudy,16.32777778,21.8.2006,21
Clear,15.05555556,21.8.2006,22
Clear,14.98888889,21.8.2006,23
Clear,13.20555556,22.8.2006,0
Clear,13.36666667,22.8.2006,1
Clear,14.31666667,22.8.2006,2
Clear,14.33888889,22.8.2006,3
Partly Cloudy,12.74444444,22.8.2006,4
Partly Cloudy,14.85,22.8.2006,5
Partly Cloudy,17.47222222,22.8.2006,6
Partly Cloudy,19.97777778,22.8.2006,7
Partly Cloudy,22.17777778,22.8.2006,8
Partly Cloudy,22.7,22.8.2006,9
Partly Cloudy,23.91111111,22.8.2006,10
Partly Cloudy,24.95,22.8.2006,11
Partly Cloudy,25.01111111,22.8.2006,12
Partly Cloudy,25.01666667,22.8.2006,13
Partly Cloudy,24.92777778,22.8.2006,14
Partly Cloudy,23.99444444,22.8.2006,15
Partly Cloudy,23.81111111,22.8.2006,16
Partly Cloudy,21.16111111,22.8.2006,17
Partly Cloudy,19.85,22.8.2006,18
Partly Cloudy,17.2,22.8.2006,19
Mostly Cloudy,16.68888889,22.8.2006,20
Partly Cloudy,16.27777778,22.8.2006,21
Partly Cloudy,15.02777778,22.8.2006,22
Clear,13.96111111,22.8.2006,23
Clear,13.24444444,23.8.2006,0
Clear,13.31666667,23.8.2006,1
Clear,12.3,23.8.2006,2
Partly Cloudy,12.55,23.8.2006,3
Partly Cloudy,12.20555556,23.8.2006,4
Partly Cloudy,13.80555556,23.8.2006,5
Partly Cloudy,16.15555556,23.8.2006,6
Partly Cloudy,17.78333333,23.8.2006,7
Partly Cloudy,19.93333333,23.8.2006,8
Partly Cloudy,21.08333333,23.8.2006,9
Mostly Cloudy,20.02777778,23.8.2006,10
Mostly Cloudy,20.07777778,23.8.2006,11
Partly Cloudy,20.97777778,23.8.2006,12
Partly Cloudy,22.33888889,23.8.2006,13
Partly Cloudy,23.73333333,23.8.2006,14
Partly Cloudy,22.66111111,23.8.2006,15
Partly Cloudy,22.77777778,23.8.2006,16
Partly Cloudy,21.13888889,23.8.2006,17
Partly Cloudy,18.03333333,23.8.2006,18
Partly Cloudy,16.21111111,23.8.2006,19
Partly Cloudy,16.09444444,23.8.2006,20
Partly Cloudy,15.57222222,23.8.2006,21
Partly Cloudy,13.9,23.8.2006,22
Partly Cloudy,13.85555556,23.8.2006,23
Partly Cloudy,15.18888889,24.8.2006,0
Clear,11.67777778,24.8.2006,1
Clear,11.09444444,24.8.2006,2
Clear,10.78888889,24.8.2006,3
Clear,11.0,24.8.2006,4
Partly Cloudy,12.6,24.8.2006,5
Partly Cloudy,17.52222222,24.8.2006,6
Partly Cloudy,19.98888889,24.8.2006,7
Clear,22.25,24.8.2006,8
Partly Cloudy,22.94444444,24.8.2006,9
Partly Cloudy,24.95555556,24.8.2006,10
Partly Cloudy,25.05,24.8.2006,11
Partly Cloudy,25.98333333,24.8.2006,12
Mostly Cloudy,26.13333333,24.8.2006,13
Mostly Cloudy,25.06666667,24.8.2006,14
Mostly Cloudy,25.21111111,24.8.2006,15
Partly Cloudy,25.04444444,24.8.2006,16
Partly Cloudy,22.33333333,24.8.2006,17
Partly Cloudy,20.31111111,24.8.2006,18
Partly Cloudy,17.75555556,24.8.2006,19
Partly Cloudy,18.17222222,24.8.2006,20
Partly Cloudy,17.26111111,24.8.2006,21
Partly Cloudy,17.06111111,24.8.2006,22
Partly Cloudy,16.62222222,24.8.2006,23
Partly Cloudy,14.76111111,25.8.2006,0
Mostly Cloudy,15.06666667,25.8.2006,1
Partly Cloudy,16.16111111,25.8.2006,2
Mostly Cloudy,15.11666667,25.8.2006,3
Mostly Cloudy,15.02222222,25.8.2006,4
Mostly Cloudy,17.10555556,25.8.2006,5
Mostly Cloudy,17.29444444,25.8.2006,6
Mostly Cloudy,20.9,25.8.2006,7
Mostly Cloudy,22.65,25.8.2006,8
Partly Cloudy,22.58888889,25.8.2006,9
Partly Cloudy,22.03888889,25.8.2006,10
Overcast,22.22222222,25.8.2006,11
Overcast,22.33333333,25.8.2006,12
Partly Cloudy,22.82777778,25.8.2006,13
Partly Cloudy,23.81666667,25.8.2006,14
Partly Cloudy,22.86111111,25.8.2006,15
Partly Cloudy,22.7,25.8.2006,16
Mostly Cloudy,22.01666667,25.8.2006,17
Partly Cloudy,19.92222222,25.8.2006,18
Mostly Cloudy,17.71111111,25.8.2006,19
Clear,17.22222222,25.8.2006,20
Mostly Cloudy,17.25555556,25.8.2006,21
Mostly Cloudy,16.06666667,25.8.2006,22
Mostly Cloudy,16.02222222,25.8.2006,23
Partly Cloudy,15.09444444,26.8.2006,0
Partly Cloudy,13.79444444,26.8.2006,1
Mostly Cloudy,13.35555556,26.8.2006,2
Mostly Cloudy,13.91666667,26.8.2006,3
Overcast,13.83888889,26.8.2006,4
Mostly Cloudy,13.88888889,26.8.2006,5
Mostly Cloudy,15.2,26.8.2006,6
Clear,17.75,26.8.2006,7
Partly Cloudy,21.03888889,26.8.2006,8
Partly Cloudy,22.2,26.8.2006,9
Partly Cloudy,22.77777778,26.8.2006,10
Partly Cloudy,23.88888889,26.8.2006,11
Partly Cloudy,24.81111111,26.8.2006,12
Mostly Cloudy,24.92777778,26.8.2006,13
Mostly Cloudy,24.92777778,26.8.2006,14
Mostly Cloudy,24.87222222,26.8.2006,15
Clear,23.83888889,26.8.2006,16
Clear,22.17222222,26.8.2006,17
Mostly Cloudy,18.46111111,26.8.2006,18
Partly Cloudy,16.13333333,26.8.2006,19
Partly Cloudy,15.55555556,26.8.2006,20
Partly Cloudy,15.6,26.8.2006,21
Partly Cloudy,14.07222222,26.8.2006,22
Partly Cloudy,14.46111111,26.8.2006,23
Mostly Cloudy,16.72222222,27.8.2006,0
Partly Cloudy,15.48888889,27.8.2006,1
Clear,13.88888889,27.8.2006,2
Partly Cloudy,12.67222222,27.8.2006,3
Mostly Cloudy,13.83888889,27.8.2006,4
Clear,15.05,27.8.2006,5
Partly Cloudy,17.71111111,27.8.2006,6
Partly Cloudy,21.0,27.8.2006,7
Partly Cloudy,22.66666667,27.8.2006,8
Partly Cloudy,23.66666667,27.8.2006,9
Partly Cloudy,24.93333333,27.8.2006,10
Mostly Cloudy,24.86111111,27.8.2006,11
Mostly Cloudy,24.83888889,27.8.2006,12
Mostly Cloudy,25.0,27.8.2006,13
Clear,26.11111111,27.8.2006,14
Mostly Cloudy,25.91111111,27.8.2006,15
Clear,23.88888889,27.8.2006,16
Clear,21.11111111,27.8.2006,17
Partly Cloudy,18.24444444,27.8.2006,18
Partly Cloudy,17.24444444,27.8.2006,19
Partly Cloudy,16.17777778,27.8.2006,20
Partly Cloudy,17.79444444,27.8.2006,21
Mostly Cloudy,16.66666667,27.8.2006,22
Mostly Cloudy,16.18888889,27.8.2006,23
Mostly Cloudy,13.35,28.8.2006,0
Overcast,15.55555556,28.8.2006,1
Overcast,15.0,28.8.2006,2
Overcast,14.51666667,28.8.2006,3
Mostly Cloudy,15.0,28.8.2006,4
Overcast,15.0,28.8.2006,5
Overcast,15.0,28.8.2006,6
Overcast,15.11666667,28.8.2006,7
Overcast,15.11666667,28.8.2006,8
Mostly Cloudy,16.24444444,28.8.2006,9
Mostly Cloudy,17.87222222,28.8.2006,10
Mostly Cloudy,19.05,28.8.2006,11
Mostly Cloudy,20.91666667,28.8.2006,12
Partly Cloudy,21.06111111,28.8.2006,13
Partly Cloudy,21.11111111,28.8.2006,14
Partly Cloudy,21.21111111,28.8.2006,15
Mostly Cloudy,20.07222222,28.8.2006,16
Mostly Cloudy,17.89444444,28.8.2006,17
Mostly Cloudy,17.48888889,28.8.2006,18
Mostly Cloudy,16.16111111,28.8.2006,19
Clear,16.16111111,28.8.2006,20
Clear,15.16666667,28.8.2006,21
Clear,13.87222222,28.8.2006,22
Partly Cloudy,12.75555556,28.8.2006,23
Mostly Cloudy,12.0,29.8.2006,0
