brand,category,material,delivery_days,inventory,cost,discount_percentage,price
Furneyz,Bed,Plastic,2,100,144.5,23.0,347.04
Furneyz,Desk,Plastic,8,158,282.31,12.5,428.32
Furneyz,Sofa,Wood,1,91,267.61,0.5,436.72
Furneyz,Bed,Metal,9,91,203.84,18.5,367.51
LesComfe,Desk,Glass,9,29,206.16,1.9,315.66
Furneyz,Table,Fabric,8,17,232.95,3.2,278.76
LesComfe,Bed,Plastic,5,43,102.64,19.5,229.87
LesComfe,Sofa,Metal,5,154,213.68,9.4,349.9
LesComfe,Chair,Wood,3,98,188.93,10.4,360.0
Furneyz,Table,Metal,5,153,234.11,14.6,443.0
LesComfe,Sofa,Glass,4,120,245.37,29.4,386.78
Furneyz,Sofa,Metal,1,114,285.12,29.0,
LesComfe,Sofa,Glass,9,59,103.88,12.5,140.34
Furneyz,Table,Plastic,4,145,186.36,8.0,257.7
Ordinaer,Sofa,Plastic,3,55,47.91,9.1,62.33
Ordinaer,Chair,Glass,6,30,83.64,8.1,161.01
LesComfe,Bed,Fabric,1,100,203.23,16.0,471.13
Krude,Table,Plastic,5,58,256.91,18.2,496.31
Krude,Sofa,Fabric,7,123,54.33,14.7,108.82
Ordinaer,Desk,Glass,2,129,165.28,12.2,230.67
LesComfe,Bed,Glass,9,96,310.9,6.3,512.54
LesComfe,Table,Plastic,6,166,73.49,14.5,141.82
LesComfe,Desk,Fabric,2,188,263.33,10.2,299.79
Krude,Desk,Glass,8,106,317.91,16.2,379.88
Ordinaer,Sofa,Plastic,8,190,202.42,20.3,376.27
LesComfe,Table,Glass,1,17,71.46,19.0,134.61
Ordinaer,Sofa,Metal,1,144,119.23,13.9,241.41
Ordinaer,Chair,Metal,1,166,221.8,16.7,402.71
Furneyz,Desk,Plastic,4,70,164.47,8.5,299.4
Krude,Chair,Glass,4,105,37.04,0.7,52.35
Ordinaer,Sofa,Plastic,8,53,234.82,18.8,
Furneyz,Bed,Wood,1,93,42.38,7.6,82.36
Krude,Desk,Plastic,3,75,345.4,20.1,385.58
LesComfe,Bed,Plastic,1,34,109.19,22.4,176.4
LesComfe,Table,Metal,9,10,423.2,27.5,481.13
Furneyz,Desk,Metal,9,60,120.08,28.7,215.57
LesComfe,Chair,Glass,7,43,128.69,0.3,197.12
Furneyz,Bed,Plastic,8,120,84.46,29.7,146.25
Furneyz,Table,Plastic,1,67,99.52,20.5,187.52
LesComfe,Desk,Glass,5,24,222.99,19.3,444.49
Krude,Table,Fabric,2,175,382.82,0.5,498.35
Furneyz,Chair,Glass,1,159,163.26,25.8,215.74
Krude,Desk,Metal,3,83,167.32,4.4,
Krude,Table,Metal,7,113,260.9,25.1,374.93
Furneyz,Sofa,Plastic,1,131,298.97,0.5,516.11
Krude,Desk,Metal,2,165,161.48,19.4,316.87
Furneyz,Desk,Glass,2,190,143.44,13.0,226.19
LesComfe,Desk,Plastic,4,174,134.53,6.0,235.68
LesComfe,Desk,Glass,3,0,195.81,3.2,
LesComfe,Sofa,Glass,3,130,45.41,13.2,59.17
LesComfe,Chair,Plastic,5,85,243.24,3.7,328.82
LesComfe,Sofa,Fabric,3,61,166.18,14.6,241.47
Krude,Sofa,Metal,7,63,255.08,18.8,468.5
Krude,Table,Wood,5,144,60.37,24.8,91.85
Krude,Bed,Wood,4,125,187.17,20.4,393.36
Ordinaer,Bed,Wood,3,104,143.55,2.0,333.05
Ordinaer,Table,Metal,4,61,193.8,9.2,339.05
Furneyz,Sofa,Fabric,2,34,64.85,8.6,91.06
Ordinaer,Table,Glass,1,12,239.78,27.5,310.99
LesComfe,Desk,Plastic,3,162,217.55,26.0,302.67
LesComfe,Table,Fabric,2,42,208.6,11.1,302.3
LesComfe,Table,Wood,1,129,279.44,2.1,321.57
Furneyz,Desk,Metal,1,183,187.52,26.8,354.41
Furneyz,Bed,Metal,2,110,252.39,26.6,515.31
Furneyz,Desk,Plastic,9,127,109.7,25.6,171.42
Furneyz,Chair,Glass,5,50,342.48,25.4,421.27
Krude,Table,Fabric,9,181,245.97,14.4,274.22
Furneyz,Table,Fabric,8,143,50.49,5.3,84.68
Furneyz,Bed,Fabric,6,145,64.87,14.3,95.43
Ordinaer,Sofa,Glass,1,134,166.79,14.8,230.47
Krude,Desk,Glass,5,44,237.83,14.7,403.2
LesComfe,Sofa,Glass,1,163,243.08,16.2,
Ordinaer,Chair,Plastic,7,168,268.79,7.7,404.88
Furneyz,Desk,Metal,8,41,252.03,11.0,282.77
LesComfe,Chair,Wood,8,134,142.0,13.0,248.09
LesComfe,Chair,Glass,7,14,95.37,3.9,116.35
LesComfe,Chair,Metal,2,59,125.27,13.7,197.69
Ordinaer,Desk,Glass,5,39,194.37,24.3,245.31
Krude,Desk,Wood,4,164,60.03,24.8,89.87
Krude,Bed,Glass,5,193,109.17,12.3,186.59
LesComfe,Table,Metal,9,111,265.91,15.6,319.2
Furneyz,Sofa,Plastic,4,182,313.09,1.0,438.21
Krude,Sofa,Wood,8,76,422.66,20.2,574.14
Krude,Chair,Metal,8,104,246.16,12.1,469.9
Furneyz,Desk,Fabric,2,106,263.46,13.4,339.15
Ordinaer,Desk,Fabric,6,121,133.2,26.2,239.56
Ordinaer,Chair,Fabric,5,79,224.07,13.9,336.28
Furneyz,Table,Plastic,2,124,290.32,0.6,403.54
Ordinaer,Sofa,Glass,4,183,68.26,6.8,118.74
LesComfe,Bed,Glass,7,171,165.96,14.3,
Krude,Table,Glass,1,184,384.53,12.7,427.91
Ordinaer,Desk,Plastic,9,133,123.41,25.8,222.72
LesComfe,Chair,Fabric,1,31,236.71,16.3,307.34
LesComfe,Sofa,Glass,5,107,207.06,20.7,361.67
LesComfe,Chair,Plastic,7,113,73.58,14.1,133.01
LesComfe,Desk,Plastic,8,145,120.03,13.2,213.01
LesComfe,Chair,Metal,2,67,176.41,13.4,200.53
Furneyz,Sofa,Glass,4,126,52.63,12.3,71.06
Krude,Chair,Fabric,2,134,52.53,16.2,60.89
Krude,Sofa,Wood,4,113,380.4,7.5,487.9
Furneyz,Chair,Plastic,6,7,100.85,26.7,172.88
Furneyz,Chair,Metal,6,63,181.82,10.0,283.14
LesComfe,Sofa,Wood,2,134,141.58,4.4,212.09
Ordinaer,Chair,Plastic,4,40,328.25,2.9,473.31
Krude,Table,Metal,4,39,111.24,0.4,166.68
Ordinaer,Bed,Glass,1,2,156.5,12.7,304.18
Krude,Table,Metal,2,144,326.52,5.6,442.73
LesComfe,Bed,Plastic,3,193,313.18,0.6,536.09
Ordinaer,Table,Glass,5,109,75.51,15.6,133.75
Krude,Bed,Fabric,8,113,283.18,20.4,513.99
Krude,Chair,Metal,6,111,184.81,2.6,256.18
LesComfe,Sofa,Wood,3,179,194.65,13.8,307.44
Ordinaer,Sofa,Glass,6,149,64.28,22.3,126.58
LesComfe,Desk,Glass,7,3,68.75,29.6,86.27
Ordinaer,Bed,Fabric,6,133,192.59,20.0,471.97
Ordinaer,Desk,Metal,6,165,175.51,7.3,273.41
Krude,Desk,Wood,1,25,200.25,21.5,246.58
Furneyz,Bed,Fabric,3,138,274.46,17.9,472.85
Ordinaer,Sofa,Metal,7,16,238.45,6.4,453.65
Ordinaer,Bed,Wood,4,91,94.53,25.5,151.89
LesComfe,Chair,Wood,4,30,235.97,12.8,324.6
Ordinaer,Desk,Plastic,7,162,90.78,28.9,110.91
Ordinaer,Desk,Wood,9,143,308.17,21.7,388.12
Ordinaer,Bed,Metal,2,106,257.16,19.3,432.04
Ordinaer,Desk,Fabric,9,145,334.06,21.9,480.48
Ordinaer,Sofa,Fabric,3,110,44.83,14.3,93.19
Furneyz,Desk,Plastic,6,100,45.75,15.2,75.67
Krude,Bed,Metal,4,111,118.16,25.5,221.23
Ordinaer,Sofa,Wood,1,61,124.1,20.4,192.93
LesComfe,Sofa,Plastic,9,111,113.68,26.9,185.31
LesComfe,Desk,Glass,6,154,281.68,26.7,457.81
Ordinaer,Bed,Metal,8,162,81.57,29.3,
Ordinaer,Desk,Plastic,2,115,120.4,21.0,172.38
Ordinaer,Chair,Fabric,7,172,240.62,15.1,391.73
Furneyz,Chair,Plastic,6,34,200.35,5.0,252.38
Krude,Sofa,Glass,2,27,203.59,21.2,459.45
LesComfe,Desk,Metal,2,102,58.28,8.7,79.41
Furneyz,Chair,Plastic,4,124,236.16,8.5,269.41
Furneyz,Table,Wood,4,101,37.11,7.1,65.13
Ordinaer,Chair,Metal,3,136,53.85,26.3,78.19
Krude,Desk,Plastic,8,142,245.69,26.0,457.9
Ordinaer,Desk,Plastic,7,20,84.53,18.9,112.66
LesComfe,Chair,Metal,2,51,208.57,14.2,289.59
Krude,Desk,Fabric,3,162,155.79,20.2,234.99
Ordinaer,Desk,Wood,9,96,146.18,18.2,206.3
LesComfe,Table,Metal,5,50,390.61,12.5,454.93
Furneyz,Sofa,Wood,2,82,34.61,11.4,68.79
LesComfe,Desk,Wood,3,54,177.5,11.5,348.71
LesComfe,Bed,Metal,8,76,408.42,17.7,604.41
LesComfe,Sofa,Plastic,4,126,220.77,19.4,
Krude,Sofa,Fabric,2,171,403.79,13.6,542.31
Furneyz,Bed,Wood,2,192,54.31,29.1,91.9
Krude,Chair,Wood,6,92,196.5,2.5,238.46
Furneyz,Table,Plastic,8,87,112.25,10.4,167.07
Ordinaer,Desk,Metal,7,79,303.07,12.6,378.87
Ordinaer,Chair,Fabric,4,152,425.33,0.5,491.58
LesComfe,Bed,Wood,2,91,120.58,10.9,206.8
LesComfe,Table,Wood,9,46,197.09,8.2,344.38
Krude,Table,Metal,4,183,84.53,15.2,139.14
Furneyz,Table,Plastic,9,37,176.39,10.1,304.4
Furneyz,Bed,Glass,5,138,154.94,21.8,323.46
Furneyz,Chair,Plastic,7,194,303.44,15.3,487.4
LesComfe,Desk,Wood,5,14,233.83,3.9,323.84
LesComfe,Table,Wood,2,0,152.39,22.5,207.28
Furneyz,Table,Fabric,6,134,67.96,3.0,101.34
LesComfe,Chair,Plastic,7,0,88.09,25.2,118.06
Furneyz,Table,Glass,6,48,80.64,27.9,151.39
Krude,Table,Fabric,3,95,87.19,9.7,162.93
Ordinaer,Bed,Glass,8,156,246.13,27.8,540.97
Furneyz,Sofa,Fabric,3,25,213.97,23.8,347.93
LesComfe,Chair,Plastic,5,86,167.2,27.7,285.53
Krude,Chair,Wood,9,172,62.34,20.0,101.65
LesComfe,Chair,Glass,5,92,288.52,7.1,437.06
LesComfe,Bed,Plastic,7,101,309.5,26.8,469.08
LesComfe,Bed,Glass,7,70,40.67,5.5,100.56
Furneyz,Desk,Plastic,5,139,279.99,6.4,368.53
Krude,Bed,Fabric,2,94,226.11,8.1,368.24
Furneyz,Chair,Plastic,5,159,71.11,9.1,86.78
Ordinaer,Desk,Fabric,7,117,223.72,15.4,256.24
Furneyz,Sofa,Wood,7,147,136.22,21.4,308.33
Ordinaer,Table,Fabric,4,118,69.96,27.8,124.6
Krude,Table,Metal,1,50,406.35,2.7,475.56
Krude,Desk,Wood,6,80,295.57,28.6,432.49
Furneyz,Sofa,Plastic,3,35,254.81,27.6,403.72
Furneyz,Table,Plastic,5,66,197.45,1.6,258.03
LesComfe,Desk,Metal,4,128,181.56,10.8,235.29
Ordinaer,Bed,Plastic,2,113,299.28,24.4,428.67
LesComfe,Chair,Wood,7,154,265.54,18.3,295.44
LesComfe,Sofa,Wood,5,110,61.49,23.4,89.73
Krude,Table,Fabric,7,167,172.55,21.6,280.63
Furneyz,Chair,Glass,9,141,351.73,14.9,412.88
Krude,Desk,Plastic,4,99,133.38,1.2,256.66
Furneyz,Table,Metal,5,196,43.47,17.5,73.38
Krude,Chair,Wood,9,108,346.87,1.5,403.83
Krude,Bed,Wood,4,119,84.72,18.1,175.77
Krude,Sofa,Wood,5,78,97.87,24.0,191.34
Ordinaer,Desk,Glass,5,133,68.92,17.5,124.12
Krude,Table,Glass,8,160,167.55,29.9,198.6
Ordinaer,Bed,Plastic,4,182,273.39,13.7,488.17
Krude,Sofa,Metal,4,18,218.46,22.5,326.28
Furneyz,Sofa,Glass,7,126,84.7,20.0,163.53
Ordinaer,Bed,Fabric,5,28,357.45,29.7,556.28
Furneyz,Table,Glass,6,188,358.43,21.4,445.81
Furneyz,Sofa,Wood,6,197,276.12,4.9,508.02
Furneyz,Desk,Metal,6,23,104.6,28.7,157.46
Ordinaer,Chair,Plastic,5,150,147.75,20.0,253.06
LesComfe,Desk,Glass,5,9,439.3,1.8,
Ordinaer,Sofa,Wood,9,181,301.33,19.7,457.02
LesComfe,Chair,Fabric,8,104,54.37,26.5,62.23
Ordinaer,Bed,Fabric,4,168,49.3,17.3,99.18
Krude,Chair,Plastic,7,176,210.32,10.6,
LesComfe,Chair,Plastic,8,144,370.23,24.6,
Krude,Chair,Glass,9,183,227.11,23.5,292.42
LesComfe,Sofa,Plastic,5,172,242.85,16.3,315.12
Ordinaer,Table,Wood,3,157,64.07,4.6,97.46
Ordinaer,Sofa,Wood,4,171,190.84,7.5,
LesComfe,Table,Wood,6,54,322.81,22.2,419.95
Krude,Bed,Glass,5,146,175.12,24.2,276.49
Furneyz,Bed,Glass,9,156,291.3,8.4,498.78
LesComfe,Bed,Plastic,3,1,282.05,11.0,605.02
LesComfe,Bed,Glass,2,163,99.44,2.3,177.12
Krude,Bed,Wood,6,146,178.4,21.4,356.87
Furneyz,Desk,Metal,7,134,120.25,0.1,179.21
LesComfe,Sofa,Wood,5,153,308.38,1.4,467.8
Furneyz,Table,Metal,1,110,247.34,0.1,309.92
Furneyz,Bed,Plastic,3,37,198.95,19.4,419.45
Ordinaer,Desk,Fabric,3,130,270.85,12.5,409.06
Krude,Desk,Glass,4,101,138.66,8.9,228.19
LesComfe,Desk,Glass,6,193,267.59,27.4,
LesComfe,Sofa,Wood,5,94,235.76,5.8,333.34
Furneyz,Bed,Wood,1,91,104.58,11.7,151.35
LesComfe,Desk,Metal,6,70,235.36,28.2,363.15
Furneyz,Desk,Glass,9,170,325.78,12.8,406.97
LesComfe,Bed,Plastic,1,189,165.36,16.6,240.68
Krude,Sofa,Wood,8,198,365.34,2.4,501.09
LesComfe,Desk,Glass,8,23,262.36,23.7,457.76
Furneyz,Table,Fabric,3,166,154.09,12.7,174.61
Furneyz,Chair,Metal,9,67,320.51,24.0,492.58
LesComfe,Chair,Wood,8,127,72.04,7.6,113.32
LesComfe,Chair,Wood,3,92,73.97,12.7,140.91
Furneyz,Sofa,Plastic,5,43,92.3,23.6,152.84
Ordinaer,Desk,Wood,3,132,245.87,29.2,452.3
Ordinaer,Chair,Glass,5,54,206.46,1.8,344.43
LesComfe,Chair,Glass,9,157,74.24,24.4,118.45
Krude,Bed,Glass,4,28,204.36,9.0,310.18
LesComfe,Desk,Fabric,6,153,277.92,16.5,326.88
Krude,Desk,Fabric,3,153,54.37,8.7,87.56
LesComfe,Bed,Wood,3,36,377.11,18.4,558.86
Furneyz,Desk,Fabric,5,114,346.95,10.6,411.62
LesComfe,Table,Fabric,8,180,223.5,10.0,277.34
Krude,Sofa,Plastic,8,157,271.07,1.1,557.99
Krude,Bed,Fabric,3,2,184.71,4.4,297.49
LesComfe,Chair,Metal,8,121,432.73,27.5,492.85
LesComfe,Desk,Metal,8,42,270.99,29.9,350.56
Ordinaer,Table,Metal,3,6,212.32,23.4,335.6
LesComfe,Table,Wood,2,124,87.3,8.6,124.68
LesComfe,Sofa,Glass,2,48,338.86,12.1,513.9
Furneyz,Table,Plastic,9,120,170.68,22.2,242.37
Krude,Desk,Wood,7,72,67.4,29.1,123.01
Ordinaer,Desk,Glass,6,40,34.79,13.7,55.67
Furneyz,Table,Plastic,7,105,247.84,24.9,301.89
LesComfe,Desk,Plastic,8,76,242.67,29.3,287.33
Krude,Desk,Plastic,1,181,207.38,26.2,373.71
LesComfe,Chair,Metal,8,126,396.97,6.8,450.62
LesComfe,Bed,Metal,3,196,54.14,0.2,107.17
LesComfe,Desk,Metal,3,90,290.04,14.8,379.17
LesComfe,Desk,Plastic,6,154,107.57,15.9,134.34
Krude,Sofa,Plastic,4,7,359.75,6.0,501.61
Furneyz,Bed,Metal,4,31,367.64,8.5,523.22
LesComfe,Bed,Plastic,4,63,183.4,23.0,366.7
LesComfe,Bed,Metal,9,137,311.73,14.1,462.01
Ordinaer,Table,Metal,8,12,105.81,9.5,191.46
Ordinaer,Chair,Metal,3,190,204.91,18.7,262.03
Krude,Chair,Glass,1,92,334.44,19.6,419.74
LesComfe,Sofa,Plastic,1,162,197.91,23.1,295.17
LesComfe,Bed,Wood,1,60,126.8,4.7,263.76
LesComfe,Bed,Metal,4,181,231.32,22.2,340.49
Krude,Desk,Wood,6,7,239.91,18.0,422.71
Krude,Table,Glass,4,28,104.73,1.7,200.84
LesComfe,Table,Plastic,3,94,100.89,23.3,128.19
LesComfe,Sofa,Metal,8,40,255.65,11.5,425.97
Krude,Chair,Metal,8,157,354.07,9.9,421.69
LesComfe,Bed,Metal,6,148,62.26,13.4,
Furneyz,Sofa,Wood,9,10,89.6,10.4,181.63
Furneyz,Table,Glass,1,1,95.05,10.1,113.89
Krude,Table,Plastic,8,177,148.64,24.2,206.57
Furneyz,Table,Glass,6,168,145.45,3.7,252.66
Ordinaer,Bed,Metal,1,193,304.99,29.1,
LesComfe,Bed,Glass,4,130,241.64,16.6,428.77
Ordinaer,Bed,Wood,5,79,244.34,5.5,411.77
Ordinaer,Desk,Fabric,7,178,142.74,3.9,208.57
Ordinaer,Chair,Fabric,8,195,356.42,17.7,428.65
Furneyz,Table,Plastic,9,86,218.0,19.0,262.08
LesComfe,Table,Plastic,6,152,384.51,1.6,490.6
LesComfe,Desk,Glass,9,157,181.82,7.3,335.36
Krude,Table,Plastic,4,105,89.25,23.9,106.82
Ordinaer,Table,Wood,8,138,272.23,1.5,
Furneyz,Bed,Metal,3,16,152.88,25.7,
Ordinaer,Bed,Metal,4,153,231.53,19.7,448.56
Ordinaer,Chair,Glass,4,22,69.28,13.0,81.34
LesComfe,Table,Metal,6,183,101.69,10.4,128.7
Krude,Sofa,Glass,9,179,237.14,0.6,500.34
Furneyz,Table,Plastic,6,47,100.95,24.8,152.23
LesComfe,Table,Plastic,1,19,364.61,4.3,
Ordinaer,Chair,Wood,5,1,91.15,9.3,175.67
LesComfe,Sofa,Metal,9,87,300.13,17.1,390.19
Ordinaer,Table,Wood,5,30,279.63,7.4,362.37
Furneyz,Sofa,Fabric,6,154,211.24,14.9,322.8
LesComfe,Bed,Wood,3,129,113.97,24.3,234.24
LesComfe,Bed,Glass,8,77,87.34,14.1,182.11
LesComfe,Sofa,Glass,4,3,56.94,28.5,74.68
LesComfe,Table,Wood,4,140,115.67,25.4,186.78
LesComfe,Sofa,Plastic,5,162,278.65,10.0,395.51
Furneyz,Sofa,Fabric,9,127,310.38,12.0,543.07
Krude,Bed,Wood,8,199,245.64,12.7,552.55
Furneyz,Sofa,Plastic,7,193,199.06,18.8,453.94
LesComfe,Desk,Wood,5,133,290.53,8.6,404.8
Ordinaer,Desk,Metal,9,30,310.94,29.1,
Ordinaer,Bed,Glass,9,137,108.24,18.3,208.91
LesComfe,Table,Metal,2,20,294.59,12.0,
Krude,Table,Metal,4,22,224.34,19.4,351.83
LesComfe,Bed,Fabric,8,130,214.02,11.9,377.75
Furneyz,Table,Plastic,1,159,67.59,24.5,99.95
Krude,Chair,Glass,5,147,213.99,17.0,251.17
Krude,Desk,Metal,8,28,180.58,1.3,257.16
Furneyz,Chair,Glass,2,104,308.7,5.3,
Krude,Chair,Plastic,2,51,164.38,25.9,295.99
LesComfe,Chair,Wood,8,114,197.54,16.9,221.18
LesComfe,Bed,Metal,9,173,293.73,28.5,611.95
Ordinaer,Chair,Plastic,7,161,52.84,2.2,99.82
Furneyz,Sofa,Glass,8,100,183.77,8.9,
Krude,Table,Plastic,5,83,50.87,5.8,
Krude,Bed,Wood,1,60,255.07,16.6,478.7
Krude,Sofa,Plastic,4,124,309.78,11.5,532.6
LesComfe,Sofa,Glass,2,199,143.28,4.7,202.42
Furneyz,Desk,Metal,3,70,252.28,19.3,436.25
LesComfe,Desk,Metal,3,69,150.3,16.1,181.5
Krude,Sofa,Fabric,9,138,349.25,8.2,528.82
LesComfe,Desk,Glass,4,107,259.88,14.4,
Krude,Table,Fabric,2,190,281.63,22.4,
Krude,Table,Fabric,3,20,35.02,6.2,58.1
LesComfe,Desk,Wood,3,130,387.02,8.8,483.26
Krude,Chair,Glass,7,81,265.84,10.4,377.0
LesComfe,Sofa,Metal,8,87,117.59,22.4,215.21
Ordinaer,Table,Glass,6,110,312.52,25.4,423.23
LesComfe,Desk,Wood,4,9,158.71,11.3,176.68
Ordinaer,Desk,Glass,6,154,298.45,8.9,442.74
Ordinaer,Table,Glass,1,11,87.4,26.7,
LesComfe,Table,Fabric,8,6,233.93,30.0,366.66
Furneyz,Chair,Glass,1,144,153.08,20.1,293.31
Furneyz,Desk,Fabric,5,192,54.35,29.7,93.44
LesComfe,Desk,Fabric,2,191,106.03,19.8,158.85
LesComfe,Bed,Plastic,6,113,32.67,22.0,69.48
Krude,Chair,Wood,9,25,130.5,11.7,260.95
Krude,Table,Fabric,5,14,160.7,13.0,185.57
LesComfe,Table,Glass,4,32,267.4,4.3,319.26
Furneyz,Sofa,Fabric,2,61,146.44,24.7,211.32
Krude,Table,Fabric,3,46,104.9,27.9,184.96
Krude,Desk,Fabric,6,94,210.73,18.7,384.44
Furneyz,Table,Metal,8,34,37.77,10.3,71.66
LesComfe,Desk,Metal,8,192,360.3,4.6,456.3
Furneyz,Desk,Metal,5,199,377.82,8.0,433.52
Ordinaer,Chair,Metal,5,75,235.62,7.7,350.51
Krude,Table,Plastic,3,122,173.58,18.4,316.95
Krude,Chair,Fabric,7,82,318.31,28.4,451.54
Krude,Desk,Plastic,6,24,85.31,1.4,133.4
Furneyz,Table,Glass,1,56,55.59,0.0,85.54
Furneyz,Table,Wood,4,31,118.1,18.0,157.78
LesComfe,Chair,Plastic,6,62,320.95,8.5,407.56
Krude,Chair,Metal,6,11,35.7,26.4,65.6
Ordinaer,Desk,Metal,3,62,160.58,9.8,312.26
LesComfe,Desk,Glass,6,76,447.02,8.7,497.95
Furneyz,Table,Fabric,6,91,258.03,8.1,435.06
Ordinaer,Table,Wood,9,0,148.45,4.3,284.65
LesComfe,Bed,Plastic,9,178,45.29,17.4,98.3
Furneyz,Bed,Fabric,2,69,218.67,5.0,530.15
Ordinaer,Sofa,Fabric,4,135,209.85,12.7,367.47
LesComfe,Desk,Plastic,9,195,83.51,13.8,101.72
Ordinaer,Sofa,Plastic,4,132,58.71,0.6,106.07
Furneyz,Sofa,Plastic,8,85,311.28,0.5,528.23
LesComfe,Chair,Plastic,3,38,270.46,15.6,351.14
Furneyz,Chair,Metal,3,22,297.73,20.9,423.18
Krude,Bed,Fabric,9,67,376.29,28.3,
Krude,Sofa,Fabric,8,179,260.1,5.4,
Ordinaer,Bed,Metal,1,3,142.55,3.1,353.56
Krude,Desk,Fabric,2,125,197.69,1.6,243.69
Furneyz,Table,Plastic,3,174,131.81,13.1,192.63
Ordinaer,Chair,Wood,2,20,219.92,18.7,245.57
LesComfe,Desk,Fabric,3,183,276.1,25.2,398.25
Furneyz,Desk,Wood,8,104,287.1,20.5,320.87
LesComfe,Chair,Wood,6,65,362.13,6.3,451.64
LesComfe,Chair,Metal,7,186,149.57,13.9,249.52
LesComfe,Sofa,Glass,6,6,231.2,27.3,371.67
LesComfe,Bed,Fabric,1,48,299.63,9.8,417.61
Furneyz,Desk,Metal,3,15,266.61,15.0,316.26
Krude,Sofa,Metal,1,144,197.35,28.8,421.11
Furneyz,Sofa,Wood,9,83,122.74,22.0,180.37
Krude,Desk,Fabric,9,86,179.06,22.4,280.56
LesComfe,Desk,Metal,5,97,48.72,7.6,96.9
Krude,Table,Plastic,4,74,147.51,12.4,223.03
LesComfe,Bed,Metal,9,33,160.03,2.5,336.81
Ordinaer,Desk,Plastic,9,160,284.26,18.2,343.5
LesComfe,Chair,Glass,3,25,303.33,3.1,477.74
Krude,Table,Plastic,5,65,266.17,25.1,320.29
Ordinaer,Bed,Plastic,3,124,192.4,24.4,480.77
Ordinaer,Chair,Wood,2,62,173.12,16.0,277.82
LesComfe,Chair,Metal,1,86,200.02,4.2,335.35
Furneyz,Bed,Glass,2,40,48.61,0.8,102.4
Krude,Table,Metal,8,185,86.72,23.9,164.48
Ordinaer,Chair,Plastic,8,97,122.35,18.0,212.83
Furneyz,Sofa,Plastic,3,123,189.67,21.3,302.02
LesComfe,Bed,Metal,7,78,43.49,9.1,
LesComfe,Bed,Glass,7,9,75.37,15.3,141.26
LesComfe,Desk,Glass,2,14,113.6,22.4,174.57
LesComfe,Table,Wood,9,41,414.29,13.9,487.19
Krude,Sofa,Plastic,3,92,171.65,18.0,228.97
Ordinaer,Sofa,Plastic,2,184,186.09,23.7,306.96
Krude,Desk,Wood,3,16,87.38,6.5,
Ordinaer,Chair,Metal,2,187,176.3,2.0,324.85
Furneyz,Chair,Plastic,8,8,155.39,16.0,176.31
Furneyz,Sofa,Metal,5,113,75.02,1.9,164.62
Ordinaer,Table,Glass,3,35,174.86,23.0,
LesComfe,Chair,Fabric,5,35,32.5,21.6,52.48
Furneyz,Bed,Wood,8,47,33.57,26.5,66.81
Krude,Desk,Plastic,7,50,84.05,19.2,148.58
Ordinaer,Table,Wood,6,96,54.1,2.0,66.52
Furneyz,Chair,Glass,1,118,54.14,7.6,98.61
Ordinaer,Sofa,Glass,1,94,152.67,24.2,232.86
LesComfe,Desk,Glass,1,69,225.95,5.0,411.16
Ordinaer,Chair,Glass,8,73,162.38,21.0,307.42
Furneyz,Sofa,Fabric,8,79,242.46,23.4,322.81
Ordinaer,Chair,Metal,7,67,104.88,9.9,182.07
Furneyz,Desk,Metal,6,149,388.81,9.7,469.29
Furneyz,Bed,Fabric,4,76,164.14,16.7,285.82
Furneyz,Bed,Metal,1,115,47.37,25.8,111.49
Krude,Sofa,Glass,9,5,289.07,6.7,376.83
LesComfe,Bed,Metal,1,153,60.61,28.2,
LesComfe,Desk,Wood,4,74,173.29,18.0,205.35
Ordinaer,Sofa,Metal,3,87,157.96,29.8,320.09
Ordinaer,Chair,Wood,7,2,373.16,2.7,443.4
Furneyz,Table,Plastic,5,51,137.49,3.8,
LesComfe,Chair,Wood,5,73,257.94,24.8,366.02
Ordinaer,Desk,Wood,4,124,401.28,25.9,496.77
Ordinaer,Sofa,Glass,1,187,95.41,13.4,125.55
LesComfe,Chair,Glass,5,190,149.96,21.4,173.63
Furneyz,Sofa,Glass,4,64,188.38,26.0,
Ordinaer,Bed,Wood,8,51,205.11,1.3,299.78
Furneyz,Table,Fabric,2,75,136.2,17.2,234.96
LesComfe,Desk,Glass,8,141,281.32,25.6,458.42
LesComfe,Chair,Glass,1,88,228.58,11.9,371.31
Ordinaer,Table,Wood,4,71,210.58,9.1,323.56
Ordinaer,Desk,Plastic,3,67,124.38,23.9,189.22
LesComfe,Desk,Plastic,5,155,301.99,10.1,420.71
Furneyz,Bed,Metal,5,198,270.57,0.1,599.72
Furneyz,Sofa,Plastic,5,137,325.77,28.8,482.47
Krude,Sofa,Glass,4,114,28.75,17.8,58.31
LesComfe,Table,Fabric,8,56,209.94,24.6,336.38
Ordinaer,Bed,Metal,3,65,51.21,24.8,91.26
LesComfe,Desk,Fabric,4,89,135.82,2.0,165.92
Ordinaer,Bed,Fabric,1,49,61.11,5.1,95.98
Furneyz,Bed,Glass,7,13,243.92,9.3,402.13
Ordinaer,Table,Wood,1,15,201.85,9.6,358.97
Krude,Sofa,Wood,2,181,72.97,19.8,116.75
Furneyz,Bed,Wood,7,170,119.15,18.7,278.41
Krude,Bed,Plastic,1,41,166.19,14.8,319.13
LesComfe,Bed,Wood,3,109,143.78,6.3,270.09
